#MaxThreads,#UE,AvUE/Thread,Execution Time,Registration Throughput(registrations/sec),Registration Latency (in sec),Setup Tunnel (Yes/No),DO Detach (Yes/No),Sending Data? (Yes/ No),Mean Data Sending Time,Sending Rate
1,23099,23099,120,192.491667,0.005191,No,No,No,1,0M
10,155461,15546.1,120,1295.508333,0.006966,No,No,No,1,0M
50,289759,5795.18,120,2414.658333,0.018288,No,No,No,1,0M
100,294942,2949.42,120,2457.850000,0.038968,No,No,No,1,0M
150,299394,1995.96,120,2494.950000,0.054597,No,No,No,1,0M
200,294169,1470.85,120,2451.408333,0.065408,No,No,No,1,0M
250,300610,1202.44,120,2505.083333,0.063751,No,No,No,1,0M
250,300978,1203.91,120,2508.150000,0.062573,No,No,No,1,0M
250,303622,1214.49,120,2530.183333,0.062917,No,No,No,1,0M
500,300467,600.93,120,2503.891667,0.068699,No,No,No,1,0M
1000,287712,287.71,120,2397.600000,0.097941,No,No,No,1,0M
250,296776,1187.1,120,2473.133333,0.063370,No,No,No,1,0M
250,242329,969.32,120,2019.408333,0.114928,No,No,No,1,0M
250,250810,1003.24,120,2090.083333,0.113705,No,No,No,1,0M
250,254863,1019.45,120,2123.858333,0.112362,No,No,No,1,0M
1,0,0,60,0.000000,-nan,Yes,Yes,Yes,1,100M
1,0,0,60,0.000000,-nan,Yes,Yes,Yes,1,100M
1,0,0,60,0.000000,-nan,Yes,Yes,Yes,1,100M
1,0,0,60,0.000000,-nan,Yes,Yes,Yes,1,100M
1,0,0,60,0.000000,-nan,Yes,Yes,Yes,1,100M
1,0,0,60,0.000000,-nan,Yes,Yes,Yes,1,1000M
10,0,0,60,0.000000,-nan,Yes,Yes,Yes,1,1000M
20,0,0,60,0.000000,-nan,Yes,Yes,Yes,1,1000M
1,0,0,60,0.000000,-nan,Yes,Yes,No,1,0M
1,7,7,60,0.116667,0.045665,Yes,Yes,No,1,0M
1,3,3,60,0.050000,0.182540,Yes,Yes,No,1,0M
1,11,11,60,0.183333,0.039167,Yes,Yes,No,1,0M
1,9,9,60,0.150000,0.049994,Yes,Yes,No,1,0M
1,9,9,60,0.150000,0.044905,Yes,Yes,No,1,0M
1,537,537,60,8.950000,0.110220,Yes,Yes,No,1,0M
1,545,545,60,9.083333,0.108793,Yes,Yes,No,1,0M
1,526,526,60,8.766667,0.113212,Yes,Yes,No,1,0M
1,547,547,60,9.116667,0.108413,Yes,Yes,No,1,0M
1,580,580,60,9.666667,0.103318,Yes,Yes,No,1,0M
1,281,281,30,9.366667,0.106422,Yes,Yes,No,1,0M
1,475,475,6,79.166667,0.010597,Yes,Yes,No,1,0M
1,723,723,6,120.500000,0.007282,Yes,Yes,No,1,0M
1,944,944,6,157.333333,0.005682,Yes,Yes,No,1,0M
1,756,756,6,126.000000,0.006740,Yes,Yes,No,1,0M
1,9603,9603,60,160.050000,0.006184,Yes,Yes,No,1,0M
1,10456,10456,60,174.266667,0.005737,No,No,No,1,0M
1,9323,9323,60,155.383333,0.006407,Yes,Yes,No,1,0M
1,0,0,60,0.000000,-nan,Yes,Yes,Yes,1,1000M
1,611,611,6,101.833333,0.009265,Yes,Yes,No,1,0M
1,557,557,6,92.833333,0.009518,Yes,Yes,No,1,0M
1,608,608,6,101.333333,0.008547,Yes,Yes,No,1,0M
1,613,613,6,102.166667,0.009029,Yes,Yes,No,1,0M
1,556,556,6,92.666667,0.009515,Yes,Yes,No,1,0M
1,532,532,6,88.666667,0.009574,Yes,Yes,No,1,0M
1,607,607,6,101.166667,0.009774,Yes,Yes,No,1,0M
1,629,629,6,104.833333,0.009043,Yes,Yes,No,1,0M
1,561,561,6,93.500000,0.009364,Yes,Yes,No,1,0M
1,0,0,0,-nan,-nan,Yes,Yes,No,1,0M
1,0,0,0,-nan,-nan,Yes,Yes,No,1,0M
1,0,0,0,-nan,-nan,Yes,Yes,No,1,0M
1,601,601,6,100.166667,0.009513,Yes,Yes,No,1,0M
1,553,553,6,92.166667,0.009486,Yes,Yes,No,1,0M
1,668,668,6,111.333333,0.008759,Yes,Yes,No,1,0M
1,628,628,6,104.666667,0.008747,Yes,Yes,No,1,0M
1,846,846,6,141.000000,0.006662,Yes,Yes,No,1,0M
1,662,662,6,110.333333,0.008959,Yes,Yes,No,1,0M
1,854,854,6,142.333333,0.006396,Yes,Yes,No,1,0M
1,632,632,6,105.333333,0.009340,Yes,Yes,No,1,0M
1,707,707,6,117.833333,0.008452,Yes,Yes,No,1,0M
1,658,658,6,109.666667,0.008953,Yes,Yes,No,1,0M
1,574,574,6,95.666667,0.009174,Yes,Yes,No,1,0M
1,567,567,6,94.500000,0.009262,Yes,Yes,No,1,0M
2,1134,567,6,189.000000,0.008828,Yes,Yes,No,1,0M
100,1302,13.02,6,217.000000,0.453783,Yes,Yes,No,1,0M
500,802,1.6,9,89.111111,2.457892,Yes,Yes,No,1,0M
10,1133,113.3,6,188.833333,0.050841,Yes,Yes,No,1,0M
10,1088,108.8,6,181.333333,0.049431,Yes,Yes,No,1,0M
10,1937,193.7,6,322.833333,0.027275,Yes,Yes,No,1,0M
10,2038,203.8,6,339.666667,0.027923,Yes,Yes,No,1,0M
10,1044,104.4,6,174.000000,0.050598,Yes,Yes,No,1,0M
10,1979,197.9,6,329.833333,0.026177,Yes,Yes,No,1,0M
10,1781,178.1,6,296.833333,0.029583,Yes,Yes,No,1,0M
1,676,676,6,112.666667,0.008476,Yes,Yes,No,1,0M
1,786,786,6,131.000000,0.006441,Yes,Yes,No,1,0M
1,975,975,6,162.500000,0.005919,Yes,Yes,No,1,0M
1,795,795,6,132.500000,0.006499,Yes,Yes,No,1,0M
2,948,474,6,158.000000,0.011747,Yes,Yes,No,1,0M
1,919,919,6,153.166667,0.005967,Yes,Yes,No,1,0M
2,908,454,6,151.333333,0.011657,Yes,Yes,No,1,0M
2,1451,725.5,6,241.833333,0.007886,Yes,Yes,No,1,0M
2,1424,712,6,237.333333,0.007164,Yes,Yes,No,1,0M
2,916,458,6,152.666667,0.011668,Yes,Yes,No,1,0M
2,1431,715.5,6,238.500000,0.007783,Yes,Yes,No,1,0M
1,2221,2221,6,370.166667,0.002597,No,No,No,1,0M
2,5075,2537.5,6,845.833333,0.002065,No,No,No,1,0M
10,4633,463.3,6,772.166667,0.011459,No,No,No,1,0M
1,0,0,6,0.000000,-nan,Yes,No,Yes,1,0M
1,0,0,6,0.000000,-nan,Yes,No,Yes,1,1000M
1,510,510,6,85.000000,0.009851,Yes,Yes,No,1,0M
1,612,612,6,102.000000,0.009196,Yes,Yes,No,1,0M
1,686,686,6,114.333333,0.008654,Yes,Yes,No,1,0M
1,946,946,6,157.666667,0.006261,Yes,Yes,No,1,0M
1,952,952,6,158.666667,0.006236,Yes,Yes,No,1,0M
1,782,782,6,130.333333,0.006726,Yes,Yes,No,1,0M
1,1080,1080,6,180.000000,0.005039,Yes,Yes,No,1,0M
1,20247,20247,120,168.725000,0.005909,Yes,Yes,No,1,0M
10,72462,7246.2,120,603.850000,0.016549,Yes,Yes,No,1,0M
250,45723,182.89,124,368.733871,0.148168,Yes,Yes,No,1,0M
10,2260,226,6,376.666667,0.024527,Yes,Yes,No,1,0M
10,4024,402.4,6,670.666667,0.014794,Yes,Yes,No,1,0M
100,1698,16.98,6,283.000000,0.301212,Yes,Yes,No,1,0M
100,4672,46.72,6,778.666667,0.117109,Yes,Yes,No,1,0M
50,2490,49.8,6,415.000000,0.109704,Yes,Yes,No,1,0M
